600.0 0.9999271632724398 9.99406522879152769967e-01
200.0 0.9999324831071168 0.9994460641742992
100.0 0.9999409990368149 0.9995171968479702
64.0 0.9999547321578088 0.9996301817504558
32.0 0.9999100117368541 0.9992696068054628
16.0 0.99990406514884 0.9992171710555592
8.0 0.9977936946424149 0.9785012334238021
6.0 0.9830133634190328 0.8518090516374075
5.0 0.9346946608910554 0.6003105867316693
4.0 0.8801387497212807 0.3789434605431771
3.0 0.8905283716544111 0.440423578609936
2.0 0.7871224910651755 0.1483820087563578
1.0 0.7478490254207717 0.09798971863671731
